gene,in_screen,non_growing_m63,amino_acid_biosynthesis_eco01230,wider_biosynthesis_set,in_eco01230,in_eco01240,in_eco00230,in_eco00240
frvx,True,False,False,False,False,False,False,False
frwb,True,False,False,False,False,False,False,False
frwc,True,False,False,False,False,False,False,False
frwd,True,False,False,False,False,False,False,False
fsaa,True,False,False,False,False,False,False,False
fsab,True,False,False,False,False,False,False,False
fsr,True,False,False,False,False,False,False,False
ftn,True,False,False,False,False,False,False,False
fuca,True,False,False,False,False,False,False,False
fuci,True,False,False,False,False,False,False,False
fuck,True,False,False,False,False,False,False,False
fuco,True,False,False,False,False,False,False,False
fucp,True,False,False,False,False,False,False,False
fucr,True,False,False,False,False,False,False,False
fucu,True,False,False,False,False,False,False,False
fuma,True,False,False,False,False,False,False,False
fumb,True,False,False,False,False,False,False,False
fumc,True,False,False,False,False,False,False,False
fur,True,False,False,False,False,False,False,False
fxsa,True,False,False,False,False,False,False,False
gabd,True,False,False,False,False,False,False,False
gabp,True,False,False,False,False,False,False,False
gabt,True,False,False,False,False,False,False,False
gada,True,False,False,False,False,False,False,False
gadb,True,False,False,False,False,False,False,False
gadc,True,False,False,False,False,False,False,False
gade,True,False,False,False,False,False,False,False
gadw,True,False,False,False,False,False,False,False
gadx,True,False,False,False,False,False,False,False
gale,True,False,False,False,False,False,False,False
galf,True,False,False,True,False,True,False,False
galk,True,False,False,False,False,False,False,False
galm,True,False,False,False,False,False,False,False
galp,True,False,False,False,False,False,False,False
galr,True,False,False,False,False,False,False,False
gals,True,False,False,False,False,False,False,False
galt,True,False,False,False,False,False,False,False
galu,True,False,False,True,False,True,False,False
gapc,True,False,False,False,False,False,False,False
gard,True,False,False,False,False,False,False,False
gark,True,False,False,False,False,False,False,False
garl,True,False,False,False,False,False,False,False
garp,True,False,False,False,False,False,False,False
garr,True,False,False,False,False,False,False,False
gatb,True,False,False,False,False,False,False,False
gatc,True,False,False,False,False,False,False,False
gatd,True,False,False,False,False,False,False,False
gatr,True,False,False,False,False,False,False,False
gaty,True,False,False,False,False,False,False,False
gatz,True,False,False,False,False,False,False,False
gcd,True,False,False,False,False,False,False,False
gcl,True,False,False,False,False,False,False,False
gcva,True,False,False,False,False,False,False,False
gcvh,True,False,False,False,False,False,False,False
gcvp,True,False,False,False,False,False,False,False
gcvr,True,False,False,False,False,False,False,False
gcvt,True,False,False,False,False,False,False,False
gdha,True,False,False,False,False,False,False,False
ggt,True,False,False,False,False,False,False,False
gida,True,False,False,False,False,False,False,False
gidb,True,False,False,False,False,False,False,False
glcb,True,False,False,False,False,False,False,False
glcc,True,False,False,False,False,False,False,False
glcd,True,False,False,False,False,False,False,False
glce,True,False,False,False,False,False,False,False
glcf,True,False,False,False,False,False,False,False
glcg,True,False,False,False,False,False,False,False
glda,True,False,False,False,False,False,False,False
glf,True,False,False,False,False,False,False,False
glga,True,False,False,False,False,False,False,False
glgb,True,False,False,False,False,False,False,False
glgc,True,False,False,False,False,False,False,False
glgp,True,False,False,False,False,False,False,False
glgs,True,False,False,False,False,False,False,False
glgx,True,False,False,False,False,False,False,False
glk,True,False,False,False,False,False,False,False
glmm,True,False,False,False,False,False,False,False
glna,True,True,True,True,True,False,False,False
glnb,True,False,False,False,False,False,False,False
glnd,True,False,False,False,False,False,False,False
glne,True,False,False,False,False,False,False,False
glng,True,False,False,False,False,False,False,False
glnh,True,False,False,False,False,False,False,False
glnk,True,False,False,False,False,False,False,False
glnl,True,False,False,False,False,False,False,False
glnp,True,False,False,False,False,False,False,False
glnq,True,False,False,False,False,False,False,False
gloa,True,False,False,False,False,False,False,False
glob,True,False,False,False,False,False,False,False
glpa,True,False,False,False,False,False,False,False
glpb,True,False,False,False,False,False,False,False
glpc,True,False,False,False,False,False,False,False
glpd,True,False,False,False,False,False,False,False
glpe,True,False,False,False,False,False,False,False
glpf,True,False,False,False,False,False,False,False
glpg,True,False,False,False,False,False,False,False
glpk,True,False,False,False,False,False,False,False
glpq,True,False,False,False,False,False,False,False
glpr,True,False,False,False,False,False,False,False
glpt,True,False,False,False,False,False,False,False
glpx,True,False,False,False,False,False,False,False
glta,True,False,True,True,True,False,False,False
gltb,True,False,True,True,True,False,False,False
gltd,True,False,True,True,True,False,False,False
gltf,True,False,False,False,False,False,False,False
glti,True,False,False,False,False,False,False,False
gltj,True,False,False,False,False,False,False,False
gltk,True,False,False,False,False,False,False,False
gltl,True,False,False,False,False,False,False,False
gltp,True,False,False,False,False,False,False,False
glts,True,False,False,False,False,False,False,False
glvb,True,False,False,False,False,False,False,False
glvc,True,False,False,False,False,False,False,False
glvg,True,False,False,False,False,False,False,False
glxk,True,False,False,False,False,False,False,False
glxr,True,False,False,False,False,False,False,False
glya,True,False,True,True,True,True,False,False
glys,True,False,False,False,False,False,False,False
gmd,True,False,False,False,False,False,False,False
gmhb,True,False,False,False,False,False,False,False
gmr,True,False,False,False,False,False,False,False
gnd,True,False,False,False,False,False,False,False
gnsa,True,False,False,False,False,False,False,False
gnsb,True,False,False,False,False,False,False,False
gntk,True,False,False,False,False,False,False,False
gntp,True,False,False,False,False,False,False,False
gntr,True,False,False,False,False,False,False,False
gntt,True,False,False,False,False,False,False,False
gntu,True,False,False,False,False,False,False,False
gntx,True,False,False,False,False,False,False,False
gnty,True,False,False,False,False,False,False,False
gor,True,False,False,False,False,False,False,False
gph,True,False,False,False,False,False,False,False
gpma,True,False,True,True,True,False,False,False
gpmi,True,False,False,False,False,False,False,False
gpp,True,False,False,True,False,False,True,False
gpt,True,False,False,True,False,False,True,False
grea,True,False,False,False,False,False,False,False
greb,True,False,False,False,False,False,False,False
grol,True,False,False,False,False,False,False,False
grxa,True,False,False,False,False,False,False,False
grxb,True,False,False,False,False,False,False,False
grxc,True,False,False,False,False,False,False,False
gsha,True,False,False,True,False,True,False,False
gshb,True,False,False,True,False,True,False,False
gsk,True,False,False,True,False,False,True,False
gspa,True,False,False,False,False,False,False,False
gspc,True,False,False,False,False,False,False,False
gspd,True,False,False,False,False,False,False,False
gspe,True,False,False,False,False,False,False,False
gspf,True,False,False,False,False,False,False,False
gspg,True,False,False,False,False,False,False,False
gsph,True,False,False,False,False,False,False,False
gspi,True,False,False,False,False,False,False,False
gspj,True,False,False,False,False,False,False,False
gspk,True,False,False,False,False,False,False,False
gspl,True,False,False,False,False,False,False,False
gspm,True,False,False,False,False,False,False,False
gspo,True,False,False,False,False,False,False,False
gss,True,False,False,False,False,False,False,False
gst,True,False,False,False,False,False,False,False
